pred_remaining_heat_mean,remaining_heat,horizon_bucket,city
2.7754390533234115,2.8,h4,TOR
0.21477959871102112,0.0,h1,SEA
11.044640558336296,11.1,h3,SEA
2.272795836398285,2.0,h6,WLG
0.7768968212935959,0.5000000000000036,h4,MIA
4.678947091330585,0.0,h4,CHI
2.630563376626428,2.1999999999999993,h6,MIA
6.983853942606329,8.0,h9,ATL
1.6867860823059457,1.1000000000000014,h3,ANK
3.2857458040903205,2.8000000000000007,h5,MIA
1.1146331930257924,1.0999999999999979,h3,ATL
2.0194041149159268,2.0,h1,SEL
9.914427987180796,10.3,h7,ANK
4.701382570453319,4.4,h7,TOR
2.935822358217522,3.0,h8,SEA
0.9836797650810458,0.7000000000000002,h3,NYC
2.715715448649224,1.6999999999999993,h5,ATL
1.32932478855593,1.3,h2,TOR
6.711784353812462,6.699999999999999,h2,ATL
2.799975883916543,2.1999999999999993,h4,NYC
10.286185698423173,11.700000000000001,h8,SEA
2.171075416865943,3.299999999999997,h4,ATL
0.2908607987147401,0.0,h2,WLG
4.998285098595421,5.6,h7,SEA
7.023271981693843,5.600000000000001,h7,DAL
1.7568097624275523,1.9000000000000021,h3,LON
1.6910081880678487,2.0,h2,WLG
8.173762116914462,7.6,h9,ANK
5.312272562588907,5.300000000000001,h4,TOR
4.22775042692883,4.0,h4,DAL
10.816029784090476,11.100000000000001,h9,CHI
5.193287371952205,5.0,h7,PAR
2.824668180150828,0.3999999999999986,h1,WLG
2.8797790784566972,1.0,h5,DAL
10.09730445859387,11.0,h9,SEL
3.1380739273605847,4.0,h4,SEL
7.421675668519368,7.0,h7,PAR
2.9676595373766115,1.0,h5,SEL
0.041455544772030645,0.0,h1,SEA
7.591506741791779,6.200000000000003,h9,DAL
4.569715831442461,3.0,h8,PAR
0.0735626327089039,0.0,h1,SEA
2.2457541956881806,1.0,h4,PAR
3.6174599040521396,2.8000000000000007,h5,DAL
0.46657623687882055,0.6999999999999993,h1,TOR
4.779018945022136,4.100000000000001,h7,MIA
1.874803342162916,1.0,h1,SEL
